Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression WT	Expression A	Expression B	Expression C	qValue WT vs A	qValue WT vs B	qValue WT vs C	qValue A vs B	qValue A vs C	qValue B vs C
	375305	376255		+	mhpF	b0351	enzyme; Degradation of small molecules: Carbon compounds	9	4	8	6	3.4053884562464127E-23	1.0	9.881231570486975E-5	7.7836585269816E-18	2.7100223087156653E-6	7.064577319310067E-4
	376252	377265		+	mhpE	b0352	enzyme; Degradation of small molecules: Carbon compounds	12	6	13	6	1.4247515723509593E-22	1.0	1.1477177284739097E-7	1.7843572903887182E-28	0.03166426799584838	2.4547488539920118E-9
	377843	379054		+	mhpT	b0353	putative transport; Not classified	13	7	13	6	1.783524231544522E-25	1.0	1.493638776916974E-10	7.427749324923046E-24	0.18354991410633958	9.726104287084403E-10
	379156	379695		+	yaiL	b0354	putative enzyme; Not classified	50	46	51	46	1.0775091252179548E-7	1.0	0.001201139008698287	1.5296807234840391E-7	0.07322238375029906	0.0023949912029984947
	380752	379919		-	frmB	b0355	enzyme: Formaldehyde degradation	28	26	29	22	5.63683007246256E-8	1.0	4.126137235813528E-5	4.4960274860218075E-8	0.6648708849751934	5.514694170696884E-5
381955	381955	380846		-	frmA	b0356	enzyme; Energy metabolism, carbon: Fermentation	69	74	73	70	0.00553474455197653	1.0	0.22413929163266497	6.958892297659217E-4	0.20218347785375146	0.08898565140598182
	382265	381990		-	frmR	b0357	enzyme; Energy metabolism, carbon: Fermentation	74	74	82	72	9.436349888428208E-7	1.0	0.0019783907675761585	1.0523996269181562E-7	0.11011466347784925	0.0012621103945101872
	383226	382453		-	yaiO	b0358	enzyme; Energy metabolism, carbon: Fermentation	16	11	15	8	6.930142679171205E-16	1.0	4.4210105732907335E-8	1.868776275067451E-12	0.6271532989615631	1.8943611121434588E-6
	385256	383228	383228	-	yaiX	b4579	enzyme; Energy metabolism, carbon: Fermentation	25	21	30	27	1.4379752106646752E-11	1.0	0.06844737358210473	5.0982241693441775E-18	3.5543301713769574E-8	0.008388932115775717
	383735	384100		+	insC1	b0360	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	52	53	72	67	1.8658658899295761E-6	1.0	0.03765929454872849	1.4382070646777003E-11	8.606740781894597E-5	0.003612209131199363
	384058	384963		+	insD1	b0361	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	28	25	34	33	1.0677137959251627E-8	1.0	0.015554062324528667	2.981824161883787E-12	1.385828530458691E-5	0.004739081600368108
	386319	385123		-	yaiP	b0363	putative enzyme; Not classified	9	3	10	3	2.0421541776669728E-32	1.0	8.931578910256237E-12	2.1364770485243653E-39	0.12071892148684384	4.753945492945337E-14
	387000	386443		-	yaiS	b0364	putative enzyme; Not classified	5	0	3	0	8.99810267797556E-234	0.9049170697768616	5.804304207003748E-58	3.5382316427990473E-76	0.2753452657583299	1.1148656966861277E-18
	387616	388578	388578	+	tauA	b0365	transport; Transport of small molecules: Amino acids, amines	13	4	11	5	9.832008586049806E-40	1.0	5.667589047784781E-11	8.473678488492972E-30	0.007353681920088728	2.3351997967153888E-8
	388591	389358		+	tauB	b0366	transport; Transport of small molecules: Amino acids, amines	12	6	10	5	9.28144920160591E-22	1.0	1.1810782311067255E-8	7.473519480278549E-13	0.17933792695266568	2.5562728320057737E-5
	389355	390182		+	tauC	b0367	transport; Transport of small molecules: Amino acids, amines	14	5	12	5	3.582154494660916E-36	1.0	4.774945570610894E-12	2.379464224328939E-25	0.05680171220831018	1.5603207232463276E-8
	390179	391030		+	tauD	b0368	putative enzyme; Not classified	18	12	15	10	5.055936210326554E-19	1.0	3.04822470663622E-8	8.276156683638741E-13	0.19257059899659595	1.1580474523712102E-5
	392111	391137		-	hemB	b0369	enzyme; Biosynthesis of cofactors, carriers: Heme, porphyrin	127	190	122	114	0.007514685874262021	1.0	0.2284755429587553	0.019441636019547404	4.443535237358524E-5	0.20613900129982551
	392635	396802		+	yaiT	b4580	enzyme; Biosynthesis of cofactors, carriers: Heme, porphyrin	16	11	17	14	5.065643797231818E-15	1.0	0.0078068331931571465	1.3658304267221355E-17	4.475490718892614E-6	0.002331233128097192
	394989	394123		-	insF1	b0372	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	29	14	23	21	1.4364124226558581E-36	1.0	2.4012783842570048E-5	5.773383524257504E-23	2.5992797799911392E-12	0.00204414804875531
	395285	394986		-	insE1	b0373	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	27	23	27	25	9.24879797299749E-9	1.0	0.0036675385887986705	4.885245223985081E-9	0.00455175622427035	0.003536110197232419
	396890	397513		+	yaiV	b0375	IS, phage, Tn; Transposon-related functions; extrachromosomal; transposon related	7	0	5	0	2.0875432645779786E-230	1.0	2.4515372054198215E-67	9.333692288103531E-101	0.41669066787084164	4.8194150998857445E-29
	398671	397514		-	ampH	b0376	putative enzyme; Not classified	19	16	19	13	1.4655710619018426E-9	1.0	3.668912738814577E-6	3.9150893187359115E-9	0.7917332066262764	9.854742017994655E-6
	399023	400243	400243	+	sbmA	b0377	putative membrane; Drug/analog sensitivity	27	24	25	21	1.1387348025638855E-8	1.0	8.913152717939646E-5	3.7505600766943655E-7	0.37253539766654037	7.701081281580489E-4
	400256	401350		+	yaiW	b0378	putative membrane; Drug/analog sensitivity	40	34	44	44	2.80187829248032E-11	1.0	0.039369680686401	2.280810324172864E-13	2.083710158363809E-7	0.028484200251254182
	401717	401409		-	yaiY	b0379	putative membrane; Drug/analog sensitivity	17	16	16	15	7.368265469114715E-6	1.0	0.010151981441545506	1.8384633070696846E-5	0.11278318944680106	0.013498096284345458
	401977	402189		+	yaiZ	b0380	putative membrane; Drug/analog sensitivity	34	25	53	37	1.6649500972486035E-9	0.8186947299668159	0.013211110054348248	2.805476019868011E-23	1.532644803650479E-6	7.890982462653257E-5
	403307	402213	402213	-	ddlA	b0381	enzyme; Murein sacculus, peptidoglycan	102	89	79	78	7.410767554040245E-7	0.7115331873217888	0.0017330006690425741	0.010966365936634836	0.4028527239677585	0.20265875999280455
	403770	404030		+	iraP	b0382	enzyme; Murein sacculus, peptidoglycan	85	92	96	85	9.230218953822558E-6	1.0	0.0038282491071661624	9.368436981339067E-7	0.20160856538982022	0.001997648379094187
	404131	405546		+	phoA	b0383	enzyme; Central intermediary metabolism: Phosphorus compounds	24	21	21	16	2.1710528354542017E-9	1.0	3.287255588108429E-6	1.5170101359001045E-6	0.9260236971160849	2.535177473128639E-4
405650	405665	405985	405998	+	psiF	b0384	phenotype; Central intermediary metabolism: Phosphorus compounds	216	264	240	239	0.08676232291928229	1.0	0.4391041357185031	0.010351240537776758	0.4512566924037553	0.14996322448886226
	406087	407202		+	yaiC	b0385	phenotype; Central intermediary metabolism: Phosphorus compounds	17	11	17	10	1.3097298451734155E-19	1.0	3.3106942414151087E-7	6.815151768204091E-21	0.04189400211854699	2.678884166611126E-7
	408028	407219		-	proC	b0386	enzyme; Amino acid biosynthesis: Proline	103	97	102	78	1.0193125322653959E-4	1.0	2.446130879271403E-4	1.0807500647592365E-4	0.6461429623853797	3.0470153227836396E-4
	408148	408606		+	yaiI	b0387	enzyme; Amino acid biosynthesis: Proline	87	78	81	64	6.790834084615955E-10	1.0	1.5631289555775644E-5	7.756945734300194E-8	0.5371829996485201	2.7179167701234306E-4
	408789	409313		+	aroL	b0388	enzyme; Amino acid biosynthesis: Chorismate	132	127	138	123	1.4426626154127405E-5	1.0	0.029740675930605014	1.8661436160343369E-6	0.08453096368439064	0.013148654023671668
409361	409363	409554	409558	+	yaiA	b0389	enzyme; Amino acid biosynthesis: Chorismate	464	624	455	423	0.9172452024393137	1.0	0.067202052450703	0.8746974394965805	0.02600259859245891	0.06920213531317569
	409812	410489		+	aroM	b0390	enzyme; Amino acid biosynthesis: Chorismate	46	43	54	34	4.947537462756617E-8	1.0	2.0202054883376412E-5	1.7811333665991565E-10	0.9255685215518537	1.0119281747125401E-6
410559	410561	410845	410846	+	yaiE	b0391	enzyme; Amino acid biosynthesis: Chorismate	210	233	251	286	7.109259778359848E-4	1.0	0.8207022688801462	2.937327390931027E-6	2.833378991040408E-6	0.6819135586553127
	410993	411334		+	ykiA	b0392	enzyme; Amino acid biosynthesis: Chorismate	16	12	16	12	6.891934331653679E-8	1.0	0.002910243082255242	1.5271776482439977E-7	0.06939143995896625	0.0037929061482872752
	412403	411492		-	rdgC	b0393	enzyme; Amino acid biosynthesis: Chorismate	57	48	49	36	3.330798599787611E-11	1.0	2.2285626101770296E-8	3.439495935139358E-7	0.7267237767398722	2.191866199713196E-5
	412528	413436		+	mak	b0394	putative regulator; Not classified	38	42	67	78	2.3915588364590926E-6	0.9059217944023454	0.3856888938641526	7.069537353206888E-23	5.695024529137886E-28	0.44155009478430546
	414865	413681		-	araJ	b0396	transport; Degradation of small molecules: Carbon compounds	20	15	26	20	8.508611930825822E-12	1.0	0.0031917210277162262	1.654550147579743E-19	8.651630539169215E-6	1.8602682894997062E-4
	418137	414991	414991	-	sbcC	b0397	enzyme; Degradation of DNA	21	12	18	15	2.503677690465554E-27	1.0	4.365972506167339E-5	5.526697817811695E-20	4.2199307003453475E-7	0.0013636620280964792
419336	419336	418134		-	sbcD	b0398	enzyme; Degradation of DNA	26	22	28	21	3.8278313736002376E-9	1.0	1.3233146838685726E-4	2.426268388372291E-10	0.17338607560210972	7.345949715430811E-5
	419526	420215		+	phoB	b0399	regulator; Global regulatory functions	36	30	33	29	2.7019493182087255E-9	1.0	1.0607187358442807E-4	3.0207210404150495E-7	0.16299756400006282	0.0013894865884735324
	420273	421568		+	phoR	b0400	enzyme; Global regulatory functions	23	17	23	18	1.4060587918956247E-12	1.0	8.356406853120078E-5	6.359705349206793E-12	0.011772196411035836	2.839960711037789E-4
	421975	423294		+	brnQ	b0401	transport; Transport of small molecules: Amino acids, amines	223	170	165	134	4.182783141797206E-11	0.08688863503071906	6.916074202828256E-11	0.004113521443187581	0.41714016767983997	0.0017948801683997794
	423370	424743		+	proY	b0402	transport; Transport of small molecules: Amino acids, amines	64	48	51	41	4.593874855700444E-12	0.9436301652379595	3.522322144926705E-7	3.244959425943113E-6	0.6264534660185151	0.0010756399013790538
	424902	426716	426716	+	malZ	b0403	enzyme; Degradation of small molecules: Carbon compounds	27	22	30	25	2.0617971332325808E-12	1.0	0.0033226455462267187	5.980771419157359E-15	1.4375744870698473E-4	0.0012563539049838524
	427302	426721		-	acpH	b0404	orf; Not classified	57	50	62	57	5.076704556493274E-9	1.0	0.0033908675776902226	3.964130088842165E-10	0.0021814352230682325	0.0028492840881968145
427395	427395	428465		+	queA	b0405	enzyme; queuosine biosynthesis	84	68	77	56	2.246786812278878E-8	1.0	2.121507921357024E-6	1.3345009065996303E-6	0.9097069658073398	5.464479652903501E-5
	428521	429648	429648	+	tgt	b0406	enzyme; tRNA modification	140	89	93	82	7.180375786359901E-23	0.009359556508338213	3.329743354651997E-9	1.9136433320916134E-5	0.08264381011315264	0.06358814400041252
429649	429671	430003	430030	+	yajC	b0407	enzyme; tRNA modification	345	292	287	247	9.2477820061618E-8	1.0	1.5295013036142668E-4	3.2074796554603833E-4	0.6346483508539891	0.015873594535555247
430031	430031	431878	431878	+	secD	b0408	transport; Protein, peptide secretion	138	104	104	101	2.2652390900668598E-10	0.09888071284586651	1.3810268997682844E-4	0.004308841722926115	0.12341398866234586	0.32725686465362586
431879	431889	432860	432871	+	secF	b0409	transport; Protein, peptide secretion	201	173	158	155	9.87040467448001E-7	0.24387927575340482	2.4146209531186567E-4	0.04853100989195051	0.6462566862109571	0.23576654635515298
	432989	433336	433336	+	yajD	b0410	transport; Protein, peptide secretion	52	42	36	26	2.193690416746258E-11	0.9616715093443758	1.6021093311974936E-10	2.794499605221252E-5	0.15559827553322245	6.0479464401633436E-5
	434397	433513		-	tsx	b0411	transport; Transport of small molecules: Nucleosides, purines, pyrimidines	52	37	45	41	1.6079374443081145E-15	1.0	3.000499440904582E-5	2.6315190540372594E-10	0.002853511168913203	0.002626616052284373
	435235	434696		-	yajI	b0412	transport; Transport of small molecules: Nucleosides, purines, pyrimidines	24	25	24	14	4.244981611149416E-7	1.0	2.730492937398382E-7	1.4194804193078708E-6	0.030514277396363605	5.502385902174919E-7
435380	435386	435835	435838	+	nrdR	b0413	transport; Transport of small molecules: Nucleosides, purines, pyrimidines	335	339	262	235	0.00252581380118127	0.4455759708563194	1.6559421298427743E-4	0.5971484174142474	0.12293378327092316	0.10067240960619755
435839	435839	436942	437010	+	ribD	b0414	enzyme; Biosynthesis of cofactors, carriers: Riboflavin	257	230	170	167	3.031911926643686E-6	0.0014298124411129065	1.1016173611711295E-7	0.7398683829928624	0.1310881963737639	0.34102113244619625
437028	437031	437501	437501	+	ribE	b0415	enzyme; Biosynthesis of cofactors, carriers: Riboflavin	377	342	329	343	1.5199123775033816E-5	1.0	0.07565590644076481	0.0035478930180739584	0.04022084431891513	0.4920473766639926
437502	437521	437940	437941	+	nusB	b0416	factor; RNA synthesis, modification, DNA transcription	348	324	301	292	6.614283844135216E-5	1.0	0.03496574090311305	0.008387768632276383	0.24627276687681027	0.2826860099202998
	438018	438995		+	thiL	b0417	enzyme; Biosynthesis of cofactors, carriers: Thiamin	79	65	79	79	4.120865692305903E-9	1.0	0.1841093361553845	2.70605037545209E-9	7.5039909116257E-6	0.16247282905806099
	438973	439491	439542	+	pgpA	b0418	enzyme; Macromolecule synthesis, modification: Phospholipids	346	382	358	338	0.2102531507382083	1.0	0.38041227969719316	0.04192779675604334	0.8769368685052086	0.12425425741508389
440558	440519	439545	439544	-	yajO	b0419	enzyme; Macromolecule synthesis, modification: Phospholipids	407	549	520	545	0.8580044779738203	0.14554028806906033	0.1500210238696463	0.003304677569176269	0.12083194779753896	0.2313345588388187
442561	442561	440699	440696	-	dxs	b0420	enzyme; Central intermediary metabolism: Pool, multipurpose conversions	45	3560	2972	3550	0.0	0.0	0.0	0.12199109690454026	0.10873969660311099	0.9804170011293365
	443485	442586		-	ispA	b0421	enzyme; Biosynthesis of cofactors, carriers: Menaquinone, ubiquinone	108	96	90	67	1.1114573845348685E-5	1.0	7.724121419455964E-8	0.005616015667140393	0.06686601607532919	1.8048851868996055E-4
	443727	443485		-	xseB	b0422	enzyme; Degradation of DNA	159	163	183	162	1.6490226199226876E-7	1.0	0.005560562129923914	1.2884187353472048E-9	0.022698407772502226	0.0015594872449406127
	443933	445381		+	thiI	b0423	enzyme; tRNA modification	77	65	71	55	2.084598053511788E-7	1.0	8.12733957259533E-5	4.002680056688675E-6	0.8138312978221347	5.781509553264337E-4
	446025	445435	445422	-	yajL	b0424	enzyme; tRNA modification	183	208	179	179	0.14436461092681513	1.0	0.6414302021825377	0.09582565479850956	0.46875762398486465	0.5222805801301614
446915	446899	445988		-	panE	b0425	phenotype; Not classified	184	219	189	193	0.814673036913157	1.0	0.9813274390282375	0.29180733792940156	0.8746513042479732	0.4865363355842861
447060	447067	447558	447613	+	yajQ	b0426	phenotype; Not classified	501	536	541	554	0.023043919333513928	0.9235308902341433	0.840025467328403	2.010889986656135E-4	0.0401901548566781	0.1397159602672917
	449050	447686		-	yajR	b0427	putative transport; Not classified	24	17	21	17	5.584587696179903E-14	1.0	7.51855123446534E-6	2.381972975518553E-10	0.0469470288208571	3.0322945695024253E-4
450089	450089	449199	449194	-	cyoE	b0428	enzyme; Energy metabolism, carbon: Aerobic respiration	510	565	300	368	0.04119426965633348	3.6667809664107736E-4	3.549281850293518E-5	5.270918478354926E-4	0.0033125846803088075	0.6355414199227236
	450430	450101	450090	-	cyoD	b0429	enzyme; Energy metabolism, carbon: Aerobic respiration	595	582	298	357	0.003729669286589307	1.2888744355294724E-9	1.0366013240456953E-9	1.2122401211771067E-6	6.468015139749697E-5	0.4968627632964732
	451044	450430		-	cyoC	b0430	enzyme; Energy metabolism, carbon: Aerobic respiration	477	405	220	285	5.903657710010496E-8	2.8180553507880014E-15	2.2385205457873386E-11	2.0589491786910737E-5	0.03166426799584838	0.11718432401198872
453043	453025	451034		-	cyoB	b0431	enzyme; Energy metabolism, carbon: Aerobic respiration	423	302	166	192	5.4752789423829036E-12	3.456670671430067E-13	4.041475510766251E-17	0.0148931578476686	0.016164151986161324	0.9494010603868072
454011	453994	453047	453044	-	cyoA	b0432	enzyme; Energy metabolism, carbon: Aerobic respiration	515	437	264	206	1.3190925417592542E-6	6.374505010544704E-8	4.1329333744049924E-33	0.018161489967082296	1.2890514640772342E-14	7.077896653786528E-4
	455929	454454		-	ampG	b0433	regulator; Drug/analog sensitivity	22	9	16	9	1.1303153230103684E-46	1.0	8.068448368716486E-15	3.804513117538432E-22	0.017001017888805214	3.367824240635792E-7
	456551	455973		-	yajG	b0434	putative enzyme; Not classified	51	38	44	29	5.60354384941691E-12	1.0	1.1343957189419672E-8	1.9845018685589138E-8	0.9202600498005249	4.889140322776691E-6
456830			456840	?	-	predicted RNA	-	830	1090	873	896	6.577000610125317E-5	1.0	0.0084144637192883	5.030462841317156E-5	0.3460659891478765	0.008244429623978741
456841	456856	457173	457201	+	bolA	b0435	putative regulator; Murein sacculus, peptidoglycan	2176	2997	2598	2378	0.41298230013994586	0.6051250252137025	0.12575772586451833	0.0018831806809386066	0.27132541016433986	4.94786838250344E-4
457202			457213	?	-	predicted RNA	-	1049	1503	1201	1199	0.0010390491172881547	1.0	0.01411541603499768	2.8714093202264604E-4	0.7143968937868056	0.008329984844458063
457406	457517	458815	458834	+	tig	b0436	factor; Cell division	546	476	406	413	1.7137752876546439E-6	0.5818695020515445	2.071640242388319E-4	0.031006856060879953	0.7813021672642415	0.13093827594147825
458986	459061	459684	459690	+	clpP	b0437	enzyme; Degradation of proteins, peptides, glyco	1152	1155	905	829	6.676589759417932E-4	0.932844760071388	5.04612879699039E-5	0.124635415643257	0.149637663780088	0.0202148700808319
459747			459809	?	-	predicted RNA	-	1047	1022	770	697	1.70314371272561E-5	0.8923228411998155	3.7115835879207165E-7	0.0491935928357697	0.06028102544412987	0.0043622803130160155
459810	459810	461084	461103	+	clpX	b0438	enzyme; Degradation of proteins, peptides, glyco	1315	1345	907	890	6.645803027632764E-7	0.9436301652379595	1.160281559134418E-10	0.01952823329846732	0.0031406238296891762	3.337394630249544E-4
461213	461272	463626	463645	+	lon	b0439	enzyme; Global regulatory functions	422	380	319	374	2.4852859029142065E-6	0.9842487796320103	4.7453004600906453E-4	0.008202193873670004	0.4153410047299447	0.08461119669373104
